TICKER,CUR_MKT_CAP
EZA,303.053466796875
EZM,686.4000244140625
EZU,4815.8701171875
FAAR,186.4395751953125
FAB,184.39450073242188
FALN,2354.418701171875
FAN,282.572021484375
FAS,1820.65576171875
FBND,2252.2724609375
FBT,1301.59521484375
FBZ,5.808021545410156
FCG,940.539306640625
FCOM,530.6914672851562
FCOR,157.0784912109375
FCVT,188.27105712890625
FDD,179.4238739013672
FDIS,1130.4720458984375
FDL,3311.7685546875
FDLO,427.3919982910156
FDM,148.8802032470703
FDMO,108.92500305175781
FDN,4246.408203125
FDRR,564.4800415039062
FDT,388.52545166015625
FDVV,1246.4840087890625
FEM,324.9950256347656
FEMB,142.175048828125
FEMS,116.09407043457031
FENY,1461.322998046875
FEP,278.3340759277344
FEX,1059.565185546875
FEZ,1286.529541015625
FFTI,106.91400146484375
FFTY,108.53999328613281
FGD,556.4280395507812
FHLC,2842.799072265625
FID,48.51203155517578
FIDU,648.531005859375
FILL,118.94999694824219
FINX,556.1325073242188
FIW,1226.9539794921875
FIXD,3539.3681640625
FLMI,92.23249816894531
FLOT,9320.2998046875
FLQL,914.121826171875
FLRN,3225.0498046875
FLRT,88.82250213623047
FLTB,238.44149780273438
FLTR,1073.4949951171875
FM,338.8545227050781
FMAT,421.37298583984375
FMB,1886.7451171875
FNCL,1510.447265625
FNDA,5460.9677734375
FNDB,445.78802490234375
FNDC,2422.433837890625
FNDE,4401.7626953125
FNDF,7324.14990234375
FNDX,9235.8212890625
FNI,115.25957489013672
FNK,221.6025848388672
FNX,934.3470458984375
FNY,273.505126953125
FPE,6548.06787109375
FPEI,646.90966796875
FPF,1085.8294677734375
FPX,1011.4531860351562
FPXI,348.7980651855469
FQAL,244.7445068359375
FREL,1591.8050537109375
FRI,185.63905334472656
FSTA,1036.8619384765625
FTA,1107.400146484375
FTC,891.6727294921875
FTCS,7931.66259765625
FTEC,5120.353515625
FTGC,4311.89892578125
FTLS,499.972412109375
FTRI,222.91502380371094
FTSD,257.20098876953125
FTSL,3188.604248046875
FTSM,5961.22412109375
FTXL,72.2656021118164
FTXO,227.52906799316406
FTXR,78.26355743408203
FUTY,2245.2119140625
FV,2808.238037109375
FVAL,454.8105163574219
FVC,237.97592163085938
FVD,11943.189453125
FXA,86.11212921142578
FXB,137.10000610351562
FXC,103.04000091552734
FXD,361.3800964355469
FXE,360.3990173339844
FXF,222.07199096679688
FXG,637.6651000976562
FXH,1464.274169921875
FXI,4867.3271484375
FXL,1018.0361938476562
FXN,1828.6051025390625
FXO,1161.8441162109375
FXR,1488.14404296875
FXU,467.6565856933594
FXY,195.72000122070312
FXZ,1403.1842041015625
FYC,202.77261352539062
FYLD,71.7257308959961
FYT,206.3330841064453
FYX,797.6887817382812
GAB,1768.7796630859375
GAL,232.8251953125
GAMR,54.4900016784668
GBF,156.4801483154297
GBIL,3282.27880859375
GBTC,8169.96728515625
GCOW,677.3887329101562
GDV,1841.618408203125
GDX,9468.544921875
GDXJ,3043.726318359375
GEM,963.2539672851562
GENY,22.428037643432617
GHYB,123.78199768066406
GHYG,101.0999984741211
GIGB,600.9230346679688
GII,540.552001953125
GLD,51590.328125
GLTR,975.0180053710938
GMF,357.71600341796875
GNMA,327.44110107421875
GNR,3243.29248046875
GOAU,68.63400268554688
GOEX,29.89883041381836
GOF,1769.9881591796875
GOVT,22614.408203125
GQRE,351.53607177734375
GREK,103.74971008300781
GRID,596.524658203125
GRNB,80.95499420166016
GSEW,600.8079833984375
GSG,1521.8909912109375
GSIE,2628.864013671875
GSLC,11286.2900390625
GSSC,469.176025390625
GSY,2251.112548828125
GTO,820.4100341796875
GUNR,6935.99658203125
GVAL,77.8216781616211
GVI,2360.633544921875
GVIP,141.26499938964844
GWX,645.239990234375
GXC,1251.1019287109375
GXG,23.0749454498291
HACK,1511.639892578125
HAWX,121.58460998535156
HDGE,160.107177734375
HDMV,38.71331024169922
HDV,12304.162109375
HEDJ,1213.2960205078125
HEEM,158.2910919189453
HEFA,3571.147705078125
HEWG,36.35150146484375
HEWJ,468.2610168457031
HEZU,348.88751220703125
HFXI,237.2370147705078
HIPS,67.41653442382812
HSCZ,108.88859558105469
HUSV,86.04906463623047
HYD,2824.75439453125
HYDB,117.2094955444336
HYEM,405.10101318359375
HYG,12031.404296875
HYGH,110.5501480102539
HYHG,135.27455139160156
HYLB,3437.69775390625
HYLD,87.70450592041016
HYLS,1684.1025390625
HYLV,18.164501190185547
HYMB,1825.83203125
HYS,1310.1309814453125
HYT,1077.3087158203125
HYXU,32.61552047729492
HYZD,183.74050903320312
IAGG,3702.2646484375
IAI,517.3710327148438
IAK,342.4072570800781
IAT,841.6619873046875
IAU,26431.869140625
IBB,7815.2578125
IBD,277.44000244140625
IBDN,1428.3564453125
IBDO,1902.203125
IBDP,1833.6175537109375
IBDQ,1427.2960205078125
IBDR,1119.099853515625
IBDS,862.8170166015625
IBMK,434.78399658203125
IBML,480.9850158691406
IBND,104.83999633789062
IBUY,216.11700439453125
ICF,2458.928955078125
ICLN,5576.0947265625
ICOL,15.334000587463379
ICOW,137.00119018554688
ICSH,6810.22314453125
ICVT,1841.8165283203125
IDEV,6955.7041015625
IDHQ,90.43000030517578
IDLV,441.8910217285156
IDOG,162.3520050048828
IDU,1065.1119384765625
IDV,4217.18017578125
IDX,40.699798583984375
IEF,22223.025390625
IEFA,81746.03125
IEI,12123.4501953125
IEMG,61988.3515625
IEO,990.2649536132812
IEUR,3379.3779296875
IEUS,95.90699768066406
IEV,1454.3504638671875
IEZ,170.66000366210938
IFGL,174.7419891357422
IFV,151.103759765625
IGBH,86.44499969482422
IGE,900.8369750976562
IGEB,162.0970001220703
IGF,3455.394287109375
IGHG,452.34356689453125
IGIB,9421.912109375
IGLB,1382.3909912109375
IGM,3021.959716796875
IGN,110.1209945678711
IGOV,931.0076904296875
IGRO,422.68499755859375
IGSB,21058.138671875
IGV,3585.330078125
IHDG,1181.89501953125
IHF,1602.4541015625
IHI,6219.4111328125
IHY,55.01271057128906
IJH,60096.55078125
IJJ,7116.57470703125
IJK,6662.421875
IJR,63702.74609375
IJS,6648.6416015625
IJT,5025.1201171875
ILCB,737.0579833984375
ILCG,1564.7034912109375
ILCV,726.16796875
ILF,1011.2849731445312
ILTB,297.3902282714844
IMCB,736.0574951171875
IMCG,1174.3919677734375
IMCV,473.8780212402344
IMTB,86.94100189208984
IMTM,773.9130249023438
INDA,4389.61181640625
INDY,593.0700073242188
INKM,91.27825164794922
INTF,805.6279907226562
IOO,3552.911376953125
IPAC,1566.071533203125
IPAY,554.4660034179688
IPKW,82.34689331054688
IPO,171.9199981689453
IQDF,453.5920104980469
IQDG,310.59674072265625
IQDY,66.39002227783203
IQLT,3684.2880859375
ISCF,392.9530029296875
ISCG,377.6319580078125
ISCV,378.9574890136719
ISHG,56.227500915527344
ISMD,110.14900207519531
ISTB,5432.9775390625
ISZE,13.581660270690918
ITA,3660.2861328125
ITB,1153.0880126953125
ITEQ,124.81499481201172
ITM,1603.075439453125
ITOT,39977.23828125
IUSB,17168.96484375
IUSG,11145.6826171875
IUSV,11666.2265625
IVAL,113.98400115966797
IVE,23204.162109375
IVLU,1348.31591796875
IVOO,1390.893310546875
IVOV,796.3724975585938
IVV,289962.90625
IVW,29067.353515625
IWB,26715.10546875
IWC,907.4530029296875
IWD,51070.734375
IWF,59398.47265625
IWL,792.6859741210938
IWM,50292.62109375
IWN,11907.0
IWO,9101.400390625
IWP,11856.7890625
IWR,26848.65625
IWS,12945.921875
IWV,10185.345703125
IWX,1362.347412109375
IWY,4562.97802734375
IXC,2023.3126220703125
IXG,738.0999755859375
IXJ,3460.27294921875
IXN,3023.054931640625
IXP,169.1699981689453
IXUS,26311.27734375
IYC,724.4429931640625
IYE,2126.025146484375
IYF,1964.9420166015625
IYG,1425.4239501953125
IYH,3071.3671875
IYJ,1060.02001953125
IYK,1550.1885986328125
IYLD,161.822998046875
IYM,859.0679931640625
IYR,3949.364990234375
IYT,806.156005859375
IYW,6245.734375
IYY,1474.761962890625
IYZ,367.8240051269531
JETS,2439.844482421875
JHMD,416.6400146484375
JHME,28.54800033569336
JHMI,11.375249862670898
JHML,732.87646484375
JHMM,2471.867919921875
JNK,6008.751953125
JPEM,144.54000854492188
JPHY,396.3600158691406
JPIB,301.09197998046875
JPIN,694.1776123046875
JPME,275.18701171875
JPS,1447.1763916015625
JPSE,255.51724243164062
JPST,21796.525390625
JPUS,499.0679931640625
JSMD,170.3384552001953
JSML,78.50037384033203
JXI,176.614501953125
KBA,586.7099609375
KBE,2065.737060546875
KBWB,2099.62939453125
KBWD,411.4329833984375
KBWR,75.22209930419922
KBWY,281.3970947265625
KCE,102.54399871826172
KIE,408.1080017089844
KRE,3167.163818359375
KRMA,634.291015625
KSA,1056.8475341796875
KWEB,5881.07177734375
KXI,1220.9656982421875
LDUR,1441.9481201171875
LEMB,377.21600341796875
LGLV,590.12939453125
LIT,4477.1669921875
LMBS,5197.44140625
LQD,33955.703125
LQDH,785.112060546875
LRGF,1097.8800048828125
LTPZ,625.5987548828125
LVHD,737.2949829101562
LVHI,137.38626098632812
MBB,20275.87890625
MBSD,108.1500244140625
MCHI,7249.84423828125
MDIV,506.1410217285156
MDY,17496.443359375
MDYG,1715.080078125
MDYV,1898.7080078125
MEAR,499.6860046386719
MFEM,80.63680267333984
MGC,3609.001953125
MGK,10824.4921875
MGV,5285.8662109375
MILN,109.53239440917969
MINC,62.754764556884766
MINT,11313.70703125
MJ,373.3664855957031
MLN,214.0155029296875
MLPA,1273.07275390625
MLPX,996.594970703125
MNA,556.8615112304688
MOAT,6304.48779296875
MOO,1456.81201171875
MORT,185.63250732421875
MQY,854.7420654296875
MRGR,27.00678825378418
MTUM,9516.7802734375
MUB,27790.71875
MUNI,763.9190673828125
MXI,278.3550109863281
NAC,1670.2425537109375
NAD,2709.827880859375
NANR,562.9365234375
NEA,3355.19970703125
NEAR,4432.06982421875
NFJ,1095.688232421875
NFRA,2552.552490234375
NGE,24.881933212280273
NMZ,1205.4852294921875
NOBL,9907.240234375
NORW,103.17504119873047
NRK,903.7577514648438
NUAG,58.50600051879883
NUDM,263.4344787597656
NUEM,180.48199462890625
NULG,787.5269775390625
NULV,1480.1849365234375
NUMG,324.77899169921875
NUMV,311.4847412109375
NURE,107.56350708007812
NUSC,904.7164916992188
NUV,1810.800537109375
NVG,2745.8974609375
NXTG,512.9151000976562
NYF,509.343505859375
NZF,1991.3004150390625
OEF,7804.0869140625
OEUR,36.51599884033203
OIH,2283.187255859375
OILK,89.5024642944336
ONEQ,3851.416015625
ONEY,814.1343994140625
OUNZ,591.9373779296875
OUSA,699.6240234375
OUSM,155.79127502441406
PALL,359.4499816894531
PAVE,3627.911376953125
PBD,246.828369140625
PBJ,324.3545837402344
PBP,109.72350311279297
PBS,34.68219757080078
PBW,1295.4473876953125
PCEF,690.7623901367188
PCY,1651.135498046875
PDBC,7763.927734375
PDI,4692.3486328125
PDN,466.34747314453125
PDP,1123.440185546875
PEJ,841.6162719726562
PEY,1357.155029296875
PEZ,25.994001388549805
PFF,14833.888671875
PFFD,2027.357177734375
PFFR,61.743072509765625
PFI,62.69544219970703
PFM,669.8146362304688
PFXF,1022.3095092773438
PGF,1234.64599609375
PGHY,184.4964141845703
PGJ,251.3603973388672
PGX,5259.6220703125
PHB,723.7650146484375
PHDG,273.12225341796875
PHO,1644.0479736328125
PICB,100.97999572753906
PICK,1229.67236328125
PID,806.0833129882812
PIE,162.3570098876953
PIN,99.5
PIO,253.3987579345703
PIZ,118.4590072631836
PJP,307.3634033203125
PKB,113.2012939453125
PKW,1101.0751953125
PLW,511.72320556640625
PNQI,470.81500244140625
PPA,1389.347412109375
PPH,574.033447265625
PPLT,1004.1799926757812
PREF,348.2500915527344
PRF,5677.73828125
PRFZ,1954.2022705078125
PRN,112.75890350341797
PRNT,189.9771728515625
PSCD,23.46900177001953
PSCE,123.79519653320312
PSCI,64.13175201416016
PSCT,362.79559326171875
PSI,482.288818359375
PSJ,198.8916015625
PSK,1028.429931640625
PSMB,36.2921028137207
PSMM,21.091215133666992
PSP,164.47799682617188
PTF,188.98753356933594
PTH,248.77749633789062
PTLC,2005.139404296875
PTMC,426.7969970703125
PTNQ,684.6046752929688
PTY,1612.0955810546875
PUTW,100.93785095214844
PWB,554.7849731445312
PWV,762.9348754882812
PWZ,548.6649780273438
PXE,276.2776184082031
PXF,1076.510986328125
PXH,1201.832275390625
PXI,210.5922088623047
PXJ,31.30337142944336
PYZ,109.8178482055664
PZA,1941.98193359375
PZT,101.821044921875
QABA,94.37760925292969
QAI,680.6799926757812
QAT,88.44349670410156
QCLN,2417.9501953125
QDEF,349.1160583496094
QDF,1494.4019775390625
QEFA,739.5360107421875
QLC,144.94204711914062
QLD,2975.348876953125
QLTA,984.3899536132812
QQEW,1082.3450927734375
QQQ,156884.109375
QQQE,712.6146240234375
QQQX,1049.3499755859375
QTEC,1560.8951416015625
QUAL,17910.22265625
QUS,846.2135009765625
QVAL,197.49209594726562
QYLD,6581.51611328125
RAVI,763.215087890625
RCD,366.1786804199219
RDIV,782.9190063476562
RDVY,8115.5654296875
REET,2825.014404296875
REGL,1194.242431640625
REM,736.4639892578125
REMX,807.4867553710938
REZ,878.416015625
RFV,130.91494750976562
RGI,328.8914794921875
RHS,627.3270263671875
RIGS,102.92100524902344
RINF,70.3916244506836
RING,369.5224914550781
RLY,509.4993591308594
RNP,1038.705078125
RNRG,102.33999633789062
ROAM,42.767120361328125
ROBO,1156.0989990234375
RODM,1356.4534912109375
ROOF,31.573501586914062
ROUS,356.40673828125
RPG,2297.377197265625
RPV,3302.453369140625
RQI,1769.37939453125
RSP,30063.884765625
RSX,541.8350219726562
RTH,158.8744659423828
RTM,377.3979797363281
RVNU,137.7125244140625
RVT,1463.0855712890625
RWJ,808.1478881835938
RWK,372.6763610839844
RWL,1451.50537109375
RWO,1172.0340576171875
RWR,1627.027587890625
RWX,509.1979064941406
RXI,317.343994140625
RYE,495.4998474121094
RYF,426.0491943359375
RYT,1933.444580078125
RYU,459.3479919433594
RZV,261.2328186035156
SBIO,104.49945068359375
SCHA,13237.1435546875
SCHB,19886.4765625
SCHC,3253.662109375
SCHD,37049.765625
SCHE,8158.46875
SCHF,25460.396484375
SCHG,14024.3349609375
SCHH,5750.07470703125
SCHM,9017.3935546875
SCHO,9759.14453125
SCHP,14970.396484375
SCHR,7951.47412109375
SCHV,9425.302734375
SCHX,28470.916015625
SCHZ,7057.94091796875
SCZ,9864.8759765625
SDEM,56.21324920654297
SDG,406.68023681640625
SDIV,746.0184936523438
SDOG,1194.4278564453125
SDY,21707.89453125
SECT,936.4535522460938
SGDJ,88.43049621582031
SGDM,187.12249755859375
SGOL,2283.026123046875
SH,3496.1630859375
SHAG,93.66000366210938
SHE,203.5800018310547
SHM,4690.06103515625
SHV,22997.302734375
SHY,25893.4921875
SHYD,411.44000244140625
SHYG,4784.13232421875
SIL,813.3071899414062
SILJ,602.2775268554688
SIVR,906.3070068359375
SIZE,324.04498291015625
SJNK,3262.511962890625
SKOR,240.9685516357422
SKYY,3167.433837890625
SLQD,2999.0625
SLV,9248.255859375
SLVP,160.3660888671875
SLX,85.55900573730469
SLY,1604.6324462890625
SLYG,2091.494873046875
SLYV,3807.088134765625
SMB,351.7505187988281
SMDV,770.5855712890625
SMH,6148.98779296875
SMIN,310.9119873046875
SMLF,922.5599975585938
SMMD,477.9280090332031
SMMU,579.3563842773438
SMMV,734.1840209960938
SMOG,232.21072387695312
SNLN,32.779998779296875
SNSR,286.697998046875
SOCL,142.466796875
SOXL,3602.354248046875
SOXX,6052.0322265625
SOYB,74.66619873046875
SPAB,6100.48681640625
SPDW,11011.9765625
SPEM,5484.04541015625
SPEU,189.25558471679688
SPFF,203.410400390625
SPGM,465.0039978027344
SPGP,1257.2537841796875
SPHB,493.7240295410156
SPHD,3780.59765625
SPHQ,3362.175048828125
SPHY,793.9620361328125
SPIB,6017.2724609375
SPIP,2485.075439453125
SPLB,641.617919921875
SPLG,13905.3251953125
SPLV,10710.6357421875
SPMB,3851.484130859375
SPMD,5038.01806640625
SPMO,108.404052734375
SPSB,7132.9501953125
SPSM,4146.59765625
SPTI,3706.03857421875
SPTL,5477.64111328125
SPTM,5457.8134765625
SPTS,3404.073974609375
SPVU,141.39256286621094
SPXL,2188.80126953125
SPY,346499.34375
SPYD,7640.1162109375
SPYG,13037.279296875
SPYV,12483.0361328125
SPYX,1188.10400390625
SQQQ,6029.7744140625
SRET,320.55999755859375
SRLN,7652.3330078125
SSO,2907.639892578125
STEW,1163.156982421875
STIP,12550.8583984375
STOT,130.1999969482422
STPZ,1331.68505859375
SUB,8998.5556640625
SUSA,3236.7099609375
SUSB,924.4357299804688
SYLD,534.0059814453125
TAIL,408.0645446777344
TAN,2999.93310546875
TBT,1137.900390625
TDIV,1586.79833984375
TDTF,666.2115478515625
TDTT,2184.255859375
TECL,1311.4937744140625
TFI,3238.333740234375
TFLO,2829.964599609375
THD,323.2659912109375
TILT,1397.8251953125
TIP,28332.74609375
TIPX,1501.030029296875
TIPZ,271.523193359375
TLH,4557.47412109375
TLT,24998.96484375
TLTD,468.8040771484375
TLTE,229.550048828125
TNA,991.8572998046875
TOK,156.65733337402344
TOLZ,141.73834228515625
TOTL,2179.4111328125
TPYP,583.9840087890625
TQQQ,11251.7890625
TTAC,164.24075317382812
TUR,283.1279602050781
TY,1448.5474853515625
UAE,37.90549850463867
UCO,794.1723022460938
UGA,82.77000427246094
ULST,318.6841735839844
UNG,531.5256958007812
UNL,43.53999710083008
UPRO,1993.134033203125
URA,1709.24169921875
URTH,2026.075927734375
USA,1602.4364013671875
USCI,280.7699890136719
USDU,391.2799987792969
USIG,6763.50927734375
USL,106.65850067138672
USMV,27996.5078125
USO,2076.8564453125
USRT,1934.2186279296875
UTF,2448.482666015625
UTG,2236.772216796875
UUP,1920.47412109375
VAW,2777.01318359375
VB,41979.19140625
VBK,12597.3154296875
VBND,369.81207275390625
VBR,23568.572265625
VCIT,40031.64453125
VCLT,4397.99755859375
VCR,4687.47412109375
VCSH,42984.91015625
VDC,6601.41943359375
VDE,7685.3525390625
VEA,91067.4921875
VEGI,284.3498229980469
VEU,30075.353515625
VFH,8728.1455078125
VGIT,11582.9482421875
VGK,13704.7431640625
VGLT,3746.759521484375
VGSH,15580.6650390625
VGT,41300.18359375
VHT,15908.4375
VIDI,324.7860107421875
VIG,60685.046875
VIGI,3553.94970703125
VIOG,480.8554992675781
VIOO,1965.1204833984375
VIOV,1203.168701171875
VIS,3345.7509765625
VIXM,101.33627319335938
VIXY,459.23358154296875
VLUE,8043.32666015625
VMBS,14021.625
VNLA,2531.00927734375
VNM,357.15924072265625
VNQ,37113.5
VNQI,3808.601318359375
VO,50673.453125
VOE,15895.0205078125
VONE,2678.5390625
VONG,7103.052734375
VONV,5927.400390625
VOO,261151.4375
VOOG,6625.9326171875
VOOV,2762.989990234375
VOT,9957.970703125
VOX,2596.702880859375
VPL,5459.94384765625
VPU,6150.287109375
VRIG,609.7109985351562
VRP,1868.0865478515625
VSDA,272.12799072265625
VSMV,119.4375
VSS,7320.01953125
VT,21959.427734375
VTEB,18054.390625
VTHR,1201.2900390625
VTI,259021.796875
VTIP,20296.08984375
VTV,97767.6015625
VTWG,639.7828369140625
VTWO,5138.50390625
VTWV,819.1259765625
VUG,72498.2734375
VUSE,450.66094970703125
VV,24440.494140625
VWO,67292.109375
VWOB,2731.9296875
VXF,14954.63671875
VXUS,45787.6640625
VYM,45575.3125
VYMI,4009.72998046875
WDIV,236.23651123046875
WEAT,355.5345153808594
WFHY,142.46400451660156
WIP,468.18017578125
WOOD,228.45118713378906
WTMF,140.3730010986328
XAR,1211.572998046875
XBI,7681.8544921875
XCEM,98.2905044555664
XES,247.52474975585938
XHB,831.9749145507812
XHE,405.72808837890625
XHS,128.96420288085938
XITK,107.68114471435547
XLB,5149.8818359375
XLE,35358.1953125
XLF,30111.3515625
XLG,1996.7330322265625
XLI,12351.12890625
XLK,38650.40625
XLP,15583.6591796875
XLRE,5007.9677734375
XLU,17959.783203125
XLV,37649.3125
XLY,16375.6142578125
XME,1645.9710693359375
XMHQ,297.2550048828125
XMLV,1141.011962890625
XMMO,937.2346801757812
XMPT,144.62374877929688
XMVM,188.02001953125
XNTK,381.9892272949219
XOP,4039.39013671875
XPH,216.3572235107422
XRT,204.84503173828125
XSD,1053.0863037109375
XSHQ,24.960031509399414
XSLV,699.8903198242188
XSMO,148.91688537597656
XSOE,2335.60205078125
XSVM,656.1890869140625
XSW,208.1064910888672
XT,2860.217529296875
XTN,440.2828063964844
XYLD,1892.6070556640625
YLD,232.1800079345703
YYY,312.3285217285156
ZROZ,532.9187622070312
