TICKER,NAME,REGION,HOLDING,MARKET_CAP,STYLE,SECTOR,SECURITY_TYPE,ASSET_CLASS,DURATION,CREDIT,CLASSIFICATION,MIN,MAX
DTD,WisdomTree US Total Dividend Fund,U.S.,Satellite,Large-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Value ETP,0.0000,0.0625
DTE,DTE Energy Co,U.S.,Satellite,Mid-cap,Blend,Utilities,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0500
DTEC,ALPS Disruptive Technologies ETF,Global,Satellite,Broad Market,Growth,Technology,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Global Broad Market Growth ETP,0.0000,0.2500
DTH,WisdomTree Trust - WisdomTree International High Dividend Fund,Developed Markets,Satellite,Large-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Large-cap Value ETP,0.0000,0.0313
DTIL,Precision BioSciences Inc,U.S.,Satellite,Small-cap,Blend,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0100
DUDE,Merlyn AI SectorSurfer Momentum ETF,Global,Satellite,Broad Market,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Global Broad Market Growth ETP,0.0000,0.5000
DUK,Duke Energy Corp,U.S.,Satellite,Large-cap,Blend,Utilities,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend Common Stock,0.0000,0.0500
DUOL,Duolingo Inc,U.S.,Satellite,Small-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0400
DUSA,Davis Select US Equity ETF,U.S.,Satellite,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend ETP,0.0000,0.2500
DVA,DaVita Inc,U.S.,Satellite,Mid-cap,Value,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Value Common Stock,0.0000,0.0500
DVAX,Dynavax Technologies Corp,U.S.,Satellite,Small-cap,Blend,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0100
DVLU,First Trust Dorsey Wright Momentum & Value ETF,U.S.,Satellite,Large-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Value ETP,0.0000,0.0625
DVN,Devon Energy Corp,U.S.,Satellite,Large-cap,Blend,Energy,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend Common Stock,0.0000,0.0100
DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,U.S.,Satellite,Large-cap,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Growth ETP,0.0000,0.2500
DVY,iShares Select Dividend ETF,U.S.,Satellite,Large-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Value ETP,0.0000,0.0625
DVYA,iShares Asia/Pacific Dividend ETF,Developed Markets,Satellite,Broad Market,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Broad Market Value ETP,0.0000,0.1250
DVYE,iShares Emerging Markets Dividend ETF,Emerging Markets,Satellite,Broad Market,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Emerging Markets Broad Market Value ETP,0.0000,0.1250
DWAS,Invesco DWA SmallCap Momentum ETF,U.S.,Satellite,Small-cap,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth ETP,0.0000,0.1250
DWAW,AdvisorShares Dorsey Wright FSM All Cap World ETF,Global,Satellite,Broad Market,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Global Broad Market Growth ETP,0.0000,0.5000
DWLD,Davis Select Worldwide ETF,Global,Satellite,Broad Market,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Global Broad Market Growth ETP,0.0000,0.2500
DWM,WisdomTree International Equity Fund,Developed Markets,Satellite,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Large-cap Blend ETP,0.0000,0.0625
DWSH,AdvisorShares Dorsey Wright Short ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Alternative,Non-Fixed Income,Non-Fixed Income,U.S. Alternative,0.0000,0.0313
DWX,SPDR S&P International Dividend ETF,Developed Markets,Satellite,Broad Market,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Broad Market Blend ETP,0.0000,0.0313
DX,Dynex Capital Inc,U.S.,Satellite,Non-Equity,Non-Equity,Financials,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Financials REIT,0.0000,0.0500
DXC,DXC Technology Co,U.S.,Satellite,Mid-cap,Value,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Value Common Stock,0.0000,0.0200
DXCM,Dexcom Inc,U.S.,Satellite,Large-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Growth Common Stock,0.0000,0.0100
DXJ,WisdomTree Japan Hedged Equity Fund,Developed Markets,Satellite,Broad Market,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Broad Market Value ETP,0.0000,0.1250
DXPE,DXP Enterprises Inc/TX,U.S.,Satellite,Small-cap,Value,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0200
DY,Dycom Industries Inc,U.S.,Satellite,Small-cap,Value,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0200
DYLD,LeaderShares Dynamic Yield ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Non-Specified,Non-Specified,U.S. Fixed Income,0.0000,0.2500
DYNF,Blackrock US Equity Factor Rotation ETF,U.S.,Satellite,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend ETP,0.0000,0.2500
DZSI,DZS Inc,U.S.,Satellite,Small-cap,Value,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0100
EA,Electronic Arts Inc,U.S.,Satellite,Large-cap,Growth,Communications,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Growth Common Stock,0.0000,0.0200
EAF,GrafTech International Ltd,U.S.,Satellite,Small-cap,Blend,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0400
EAGG,iShares ESG Aware US Aggregate Bond ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Non-Specified,Investment Grade,U.S. Investment Grade Fixed Income,0.0000,0.2500
EAPR,Innovator Emerging Markets Power Buffer ETF - April,Emerging Markets,Satellite,Broad Market,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Emerging Markets Broad Market Growth ETP,0.0000,0.5000
EAT,Brinker International Inc,U.S.,Satellite,Small-cap,Value,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0200
EB,Eventbrite Inc,U.S.,Satellite,Small-cap,Blend,Communications,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0200
EBAY,eBay Inc,U.S.,Satellite,Mid-cap,Blend,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0300
EBC,Eastern Bankshares Inc,U.S.,Satellite,Small-cap,Growth,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0500
EBF,Ennis Inc,U.S.,Satellite,Small-cap,Blend,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0300
EBIX,Ebix Inc,U.S.,Satellite,Small-cap,Value,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0200
EBIZ,Global X E-Commerce ETF,Global,Satellite,Broad Market,Growth,Consumer Discretionary,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Global Broad Market Growth ETP,0.0000,0.0625
EBND,SPDR Bloomberg Emerging Markets Local Bond ETF,Emerging Markets Local Currency,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Non-Specified,Non-Specified,Emerging Markets Local Currency Fixed Income,0.0000,0.0625
EBS,Emergent BioSolutions Inc,U.S.,Satellite,Small-cap,Value,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0300
EBTC,Enterprise Bancorp Inc/MA,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0500
ECAT,Blackrock ESG Capital Allocation Trust,Global,Core,Non-Equity,Non-Equity,Non-Equity,Closed-End Fund,Alternative,Non-Fixed Income,Non-Fixed Income,Global Alternative,0.0000,0.1250
ECH,iShares MSCI Chile ETF,Emerging Markets,Satellite,Broad Market,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Emerging Markets Broad Market Value ETP,0.0000,0.0313
ECL,Ecolab Inc,U.S.,Satellite,Large-cap,Blend,Materials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend Common Stock,0.0000,0.0500
ECNS,iShares MSCI China Small-Cap ETF,Emerging Markets,Satellite,Small-cap,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Emerging Markets Small-cap Growth ETP,0.0000,0.1250
ECOM,ChannelAdvisor Corp,U.S.,Satellite,Small-cap,Blend,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0200
ECON,Columbia Emerging Markets Consumer ETF,Emerging Markets,Satellite,Large-cap,Growth,Technology,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Emerging Markets Large-cap Growth ETP,0.0000,0.1250
ECPG,Encore Capital Group Inc,U.S.,Satellite,Small-cap,Value,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0200
ECVT,Ecovyst Inc,U.S.,Satellite,Small-cap,Blend,Materials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0500
ED,Consolidated Edison Inc,U.S.,Satellite,Large-cap,Blend,Utilities,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend Common Stock,0.0000,0.0500
EDEN,iShares MSCI Denmark ETF,Developed Markets,Satellite,Large-cap,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Large-cap Growth ETP,0.0000,0.5000
EDIT,Editas Medicine Inc,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0200
EDIV,SPDR S&P Emerging Markets Dividend ETF,Emerging Markets,Satellite,Broad Market,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Emerging Markets Broad Market Value ETP,0.0000,0.0625
EDOC,Global X Telemedicine & Digital Health ETF,Global,Satellite,Broad Market,Growth,Health Care,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Global Growth ETP,0.0000,0.0625
EDOW,First Trust Dow 30 Equal Weight ETF,U.S.,Satellite,Large-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Value ETP,0.0000,0.2500
EDU,New Oriental Education & Technology Group Inc,China,Satellite,Broad Market,Multi-Style,Consumer Discretionary,ADR,Equity,Non-Fixed Income,Non-Fixed Income,China ADR,0.0000,0.0100
EDV,Vanguard Extended Duration Treasury ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Long-Term,Investment Grade,U.S. Long-Term Investment Grade Fixed Income,0.0000,0.0313
EEFT,Euronet Worldwide Inc,U.S.,Satellite,Small-cap,Blend,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0300
EELV,Invesco S&P Emerging Markets Low Volatility ETF,Emerging Markets,Satellite,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Emerging Markets Large-cap Blend ETP,0.0000,0.2500
EEM,iShares MSCI Emerging Markets ETF,Emerging Markets,Satellite,Large-cap,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Emerging Markets Large-cap Growth ETP,0.0000,0.0313
EEMA,iShares MSCI Emerging Markets Asia ETF,Developed Markets,Satellite,Large-cap,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Large-cap Growth ETP,0.0000,0.2500
EEMS,iShares MSCI Emerging Markets Small-Cap ETF,Emerging Markets,Satellite,Small-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Emerging Markets Small-cap Blend ETP,0.0000,0.1250
EEMV,iShares MSCI Emerging Markets Min Vol Factor ETF,Emerging Markets,Satellite,Broad Market,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Emerging Markets Broad Market Blend ETP,0.0000,0.5000
EEMX,SPDR MSCI Emerging Markets Fossil Fuel Reserves Free ETF,Emerging Markets,Satellite,Broad Market,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Emerging Markets Broad Market Growth ETP,0.0000,0.2500
EERN,DriveWealth Power Saver ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Non-Specified,Non-Specified,U.S. Fixed Income,0.0000,0.0625
EES,WisdomTree US SmallCap Fund,U.S.,Satellite,Small-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value ETP,0.0000,0.0313
EEX,Emerald Holding Inc,U.S.,Satellite,Small-cap,Value,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0100
EFA,iShares MSCI EAFE ETF,Developed Markets,Core,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Large-cap Blend ETP,0.0000,0.0625
EFAV,iShares MSCI EAFE Min Vol Factor ETF,Developed Markets,Satellite,Large-cap,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Large-cap Growth ETP,0.0000,0.5000
EFAX,SPDR MSCI EAFE Fossil Fuel Reserves Free ETF,Developed Markets,Satellite,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Large-cap Blend ETP,0.0000,0.5000
EFC,Ellington Financial Inc,U.S.,Satellite,Non-Equity,Non-Equity,Financials,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Financials REIT,0.0000,0.0300
EFG,iShares MSCI EAFE Growth ETF,Developed Markets,Satellite,Large-cap,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Large-cap Growth ETP,0.0000,0.0625
EFIV,SPDR S&P 500 ESG ETF,U.S.,Satellite,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend ETP,0.0000,0.5000
EFSC,Enterprise Financial Services Corp,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0300
EFV,iShares MSCI EAFE Value ETF,Developed Markets,Satellite,Large-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Large-cap Value ETP,0.0000,0.0313
EFX,Equifax Inc,U.S.,Satellite,Mid-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Growth Common Stock,0.0000,0.0500
EGAN,eGain Corp,U.S.,Satellite,Small-cap,Blend,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0100
EGBN,Eagle Bancorp Inc,U.S.,Satellite,Small-cap,Growth,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0400
EGHT,8x8 Inc,U.S.,Satellite,Small-cap,Value,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0100
EGLE,Eagle Bulk Shipping Inc,U.S.,Satellite,Small-cap,Value,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0100
EGP,EastGroup Properties Inc,U.S.,Satellite,Non-Equity,Non-Equity,Real Estate,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Real Estate REIT,0.0000,0.0400
EGPT,VanEck Egypt Index ETF,Emerging Markets,Satellite,Broad Market,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Emerging Markets Broad Market Growth ETP,0.0000,0.0313
EGRX,Eagle Pharmaceuticals Inc/DE,U.S.,Satellite,Small-cap,Blend,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0400
EHC,Encompass Health Corp,U.S.,Satellite,Small-cap,Value,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0100
EHTH,eHealth Inc,U.S.,Satellite,Small-cap,Value,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0100
EIDO,iShares MSCI Indonesia ETF,Emerging Markets,Satellite,Broad Market,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Emerging Markets Broad Market Blend ETP,0.0000,0.0313
EIG,Employers Holdings Inc,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0400
EIGR,Eiger BioPharmaceuticals Inc,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0100
EIRL,iShares MSCI Ireland ETF,Developed Markets,Satellite,Broad Market,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Broad Market Value ETP,0.0000,0.1250
EIS,iShares Inc - iShares MSCI Israel ETF,Developed Markets,Satellite,Broad Market,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Broad Market Growth ETP,0.0000,0.0625
EIX,Edison International,U.S.,Satellite,Mid-cap,Blend,Utilities,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0500
EJAN,Innovator Emerging Markets Power Buffer ETF - January,Emerging Markets,Satellite,Broad Market,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Emerging Markets Broad Market Blend ETP,0.0000,0.5000
EJUL,Innovator Emerging Markets Power Buffer ETF - July,Emerging Markets,Satellite,Broad Market,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Emerging Markets Broad Market Growth ETP,0.0000,0.5000
EL,Estee Lauder Cos Inc/The,U.S.,Satellite,Large-cap,Growth,Consumer Staples,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Growth Common Stock,0.0000,0.0400
ELAN,Elanco Animal Health Inc,U.S.,Satellite,Mid-cap,Blend,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0500
ELD,WisdomTree Emerging Markets Local Debt Fund,Emerging Markets Local Currency,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Non-Specified,Non-Specified,Emerging Markets Local Currency Fixed Income,0.0000,0.0313
ELF,elf Beauty Inc,U.S.,Satellite,Small-cap,Growth,Consumer Staples,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0300
ELS,Equity LifeStyle Properties Inc,U.S.,Satellite,Non-Equity,Non-Equity,Real Estate,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Real Estate REIT,0.0000,0.0500
ELY,Callaway Golf Co,U.S.,Satellite,Small-cap,Blend,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0300
EMB,iShares JP Morgan USD Emerging Markets Bond ETF,Emerging Markets,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Intermediate,Non-Specified,Emerging Markets Intermediate Fixed Income,0.0000,0.0313
EMBD,Global X Emerging Markets Bond ETF,Emerging Markets,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Non-Specified,Non-Specified,Emerging Markets Fixed Income,0.0000,0.0625
EME,EMCOR Group Inc,U.S.,Satellite,Small-cap,Value,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0400
EMGF,iShares MSCI Emerging Markets Multifactor ETF,Emerging Markets,Satellite,Broad Market,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Emerging Markets Broad Market Growth ETP,0.0000,0.1250
EMHC,SPDR Bloomberg Emerging Markets USD Bond ETF,Emerging Markets,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Non-Specified,Non-Specified,Emerging Markets Fixed Income,0.0000,0.0625
EMHY,iShares J.P. Morgan EM High Yield Bond ETF,Emerging Markets,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Non-Specified,High Yield,Emerging Markets High Yield Fixed Income,0.0000,0.0313
EMKR,EMCORE Corp,U.S.,Satellite,Small-cap,Value,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0100
EMLC,VanEck J. P. Morgan EM Local Currency Bond ETF,Emerging Markets Local Currency,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Non-Specified,Non-Specified,Emerging Markets Local Currency Fixed Income,0.0000,0.0313
EMLP,First Trust North American Energy Infrastructure Fund,U.S.,Satellite,Broad Market,Value,Energy,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Broad Market Value ETP,0.0000,0.1250
EMN,Eastman Chemical Co,U.S.,Satellite,Mid-cap,Blend,Materials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0300
EMNT,PIMCO Enhanced Short Maturity Active ESG Exchange-Traded Fund,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Short-Term,Non-Specified,U.S. Short-Term Fixed Income,0.0000,0.5000
EMQQ,Emerging Markets Internet and Ecommerce ETF,Emerging Markets,Satellite,Broad Market,Growth,Technology,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Emerging Markets Broad Market Growth ETP,0.0000,0.0313
EMR,Emerson Electric Co,U.S.,Satellite,Large-cap,Blend,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend Common Stock,0.0000,0.0500
EMTL,SPDR DoubleLine Emerging Markets Fixed Income ETF,Emerging Markets,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Non-Specified,Non-Specified,Emerging Markets Fixed Income,0.0000,0.1250
EMXC,iShares MSCI Emerging Markets ex China ETF,Emerging Markets,Satellite,Broad Market,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Emerging Markets Broad Market Blend ETP,0.0000,0.1250
